Date,Category,Amount,Description
2023-11-25,Shopping,1746.78,Shopping expense
2024-04-09,Utilities,8979.32,Utilities expense
2024-05-24,Entertainment,6578.65,Entertainment expense
2024-04-13,Transport,8824.46,Transport expense
2023-06-09,Entertainment,4878.54,Entertainment expense
2024-01-20,Subscriptions,5443.23,Subscriptions expense
2023-12-03,Utilities,9194.43,Utilities expense
2024-01-25,Entertainment,9004.1,Entertainment expense
2024-02-08,Healthcare,4509.2,Healthcare expense
2024-01-18,Education,2780.41,Education expense
2023-09-11,Entertainment,3962.05,Entertainment expense
2023-12-04,Education,3908.26,Education expense
2024-01-27,Groceries,2904.33,Groceries expense
2024-05-23,Rent,2722.37,Rent expense
2023-07-26,Entertainment,8617.58,Entertainment expense
2023-09-25,Utilities,745.13,Utilities expense
2023-10-02,Transport,6792.23,Transport expense
2023-08-09,Healthcare,1769.56,Healthcare expense
2024-02-05,Shopping,3477.83,Shopping expense
2024-05-02,Utilities,662.35,Utilities expense
2024-05-05,Dining,2736.24,Dining expense
2024-03-27,Miscellaneous,7695.79,Miscellaneous expense
2024-02-26,Dining,8855.9,Dining expense
2024-04-21,Entertainment,2254.2,Entertainment expense
2023-06-20,Subscriptions,4662.3,Subscriptions expense
2023-12-09,Education,4729.72,Education expense
2024-05-05,Miscellaneous,8742.07,Miscellaneous expense
2023-12-01,Dining,7639.85,Dining expense
2023-11-07,Transport,5155.12,Transport expense
2024-03-23,Utilities,6723.93,Utilities expense
2023-10-05,Groceries,8481.18,Groceries expense
2023-12-25,Utilities,144.91,Utilities expense
2023-06-25,Miscellaneous,4058.76,Miscellaneous expense
2023-11-18,Groceries,9077.07,Groceries expense
2023-10-14,Subscriptions,7416.11,Subscriptions expense
2024-01-31,Travel,5451.27,Travel expense
2023-08-05,Miscellaneous,5319.96,Miscellaneous expense
2024-02-27,Dining,3510.31,Dining expense
2023-12-16,Utilities,5229.18,Utilities expense
2024-02-21,Miscellaneous,6571.06,Miscellaneous expense
2024-04-29,Subscriptions,4212.71,Subscriptions expense
2023-06-08,Utilities,7155.82,Utilities expense
2023-06-26,Education,8619.26,Education expense
2023-09-09,Utilities,1589.11,Utilities expense
2024-04-14,Shopping,4542.89,Shopping expense
2023-12-23,Rent,4109.8,Rent expense
2023-08-30,Transport,6890.27,Transport expense
2023-08-17,Shopping,2536.18,Shopping expense
2023-08-16,Education,6420.5,Education expense
2024-03-04,Miscellaneous,8781.02,Miscellaneous expense
2024-02-01,Shopping,4210.41,Shopping expense
2024-01-21,Dining,9114.61,Dining expense
2024-02-08,Rent,9931.98,Rent expense
2024-03-18,Travel,1105.62,Travel expense
2024-03-30,Miscellaneous,2368.88,Miscellaneous expense
2023-08-30,Healthcare,9506.28,Healthcare expense
2023-07-25,Shopping,9585.36,Shopping expense
2023-09-19,Transport,1022.19,Transport expense
2023-10-05,Dining,199.24,Dining expense
2023-12-22,Subscriptions,1652.95,Subscriptions expense
2023-12-02,Healthcare,9960.33,Healthcare expense
2023-09-29,Dining,1841.0,Dining expense
2023-06-28,Shopping,5050.35,Shopping expense
2024-05-26,Utilities,8491.76,Utilities expense
2024-02-22,Travel,253.0,Travel expense
2024-05-15,Groceries,6064.67,Groceries expense
2024-01-25,Transport,2806.4,Transport expense
2024-04-29,Groceries,8630.23,Groceries expense
2023-12-14,Education,2870.44,Education expense
2023-07-29,Healthcare,6883.22,Healthcare expense
2023-09-19,Entertainment,6758.49,Entertainment expense
2023-09-17,Education,2253.86,Education expense
2023-11-04,Shopping,396.25,Shopping expense
2024-03-24,Healthcare,4122.03,Healthcare expense
2023-12-27,Shopping,2927.47,Shopping expense
2024-04-07,Education,8099.33,Education expense
2023-08-28,Travel,8013.62,Travel expense
2024-04-21,Transport,4597.39,Transport expense
2024-02-02,Rent,6084.8,Rent expense
2023-12-20,Groceries,6062.38,Groceries expense
2023-11-29,Miscellaneous,8280.22,Miscellaneous expense
2023-12-10,Entertainment,4278.77,Entertainment expense
2023-07-18,Groceries,2790.69,Groceries expense
2024-02-21,Miscellaneous,2687.1,Miscellaneous expense
2023-08-22,Rent,5385.11,Rent expense
2024-03-10,Utilities,4519.02,Utilities expense
2024-01-18,Subscriptions,4429.2,Subscriptions expense
2023-09-07,Education,956.82,Education expense
2023-09-06,Groceries,7200.11,Groceries expense
2023-07-02,Groceries,2176.68,Groceries expense
2023-12-11,Education,2009.69,Education expense
2023-10-13,Healthcare,4156.95,Healthcare expense
2023-11-11,Travel,2316.39,Travel expense
2023-11-11,Subscriptions,5859.39,Subscriptions expense
2023-10-14,Travel,3746.06,Travel expense
2023-09-16,Utilities,4516.67,Utilities expense
2023-08-22,Education,5394.83,Education expense
2023-08-27,Entertainment,2075.18,Entertainment expense
2024-02-08,Travel,1599.73,Travel expense
2024-03-22,Entertainment,8810.2,Entertainment expense
2023-07-04,Healthcare,4365.55,Healthcare expense
2024-04-20,Entertainment,4150.33,Entertainment expense
2023-11-14,Miscellaneous,404.34,Miscellaneous expense
2023-08-18,Transport,5004.86,Transport expense
2023-08-24,Utilities,5563.99,Utilities expense
2023-12-18,Miscellaneous,5610.47,Miscellaneous expense
2023-11-15,Travel,7084.96,Travel expense
2024-05-20,Dining,1815.94,Dining expense
2023-09-16,Healthcare,2559.62,Healthcare expense
2023-06-24,Education,8116.77,Education expense
2024-04-11,Dining,9474.35,Dining expense
2024-03-20,Utilities,1402.53,Utilities expense
2024-05-03,Groceries,5001.61,Groceries expense
2024-01-14,Utilities,2181.05,Utilities expense
2024-03-16,Shopping,647.73,Shopping expense
2023-07-18,Dining,3288.76,Dining expense
2024-03-18,Miscellaneous,1479.69,Miscellaneous expense
2024-02-29,Shopping,7113.83,Shopping expense
2024-01-09,Healthcare,5360.57,Healthcare expense
2024-01-15,Healthcare,1481.15,Healthcare expense
2024-01-20,Healthcare,141.95,Healthcare expense
2024-03-29,Travel,8091.16,Travel expense
2023-11-26,Shopping,1803.13,Shopping expense
2023-11-14,Transport,6081.86,Transport expense
2024-04-10,Healthcare,3402.37,Healthcare expense
2023-06-05,Groceries,5875.59,Groceries expense
2024-05-19,Entertainment,3190.75,Entertainment expense
2023-09-29,Subscriptions,915.05,Subscriptions expense
2024-05-18,Miscellaneous,2268.35,Miscellaneous expense
2024-02-19,Miscellaneous,1921.18,Miscellaneous expense
2023-11-11,Rent,4308.79,Rent expense
2023-11-10,Dining,6599.92,Dining expense
2024-03-30,Miscellaneous,2674.87,Miscellaneous expense
2023-06-14,Miscellaneous,170.1,Miscellaneous expense
2023-08-15,Utilities,5213.43,Utilities expense
2024-02-02,Shopping,6077.31,Shopping expense
2023-09-18,Shopping,9630.56,Shopping expense
2024-05-05,Groceries,5915.23,Groceries expense
2023-10-19,Rent,4738.17,Rent expense
2023-06-01,Miscellaneous,5755.35,Miscellaneous expense
2023-09-22,Rent,9282.61,Rent expense
2024-03-03,Utilities,8292.36,Utilities expense
2024-03-06,Dining,3263.64,Dining expense
2023-07-18,Dining,2410.68,Dining expense
2023-06-07,Entertainment,2663.2,Entertainment expense
2024-01-11,Utilities,5068.99,Utilities expense
2023-11-05,Healthcare,7453.29,Healthcare expense
2023-06-22,Entertainment,5057.03,Entertainment expense
2023-06-29,Groceries,724.57,Groceries expense
2023-07-13,Education,7249.63,Education expense
2024-01-15,Education,8069.4,Education expense
2023-06-04,Groceries,2930.5,Groceries expense
2023-09-15,Transport,6658.05,Transport expense
2024-02-14,Subscriptions,4294.59,Subscriptions expense
2023-10-26,Dining,8896.74,Dining expense
2024-04-22,Shopping,8459.99,Shopping expense
2024-02-27,Utilities,5278.05,Utilities expense
2023-11-19,Healthcare,6930.48,Healthcare expense
2023-09-06,Entertainment,8839.33,Entertainment expense
2023-06-22,Rent,4982.38,Rent expense
2023-09-11,Dining,3166.84,Dining expense
2023-06-04,Education,7548.98,Education expense
2023-10-08,Travel,2239.66,Travel expense
2024-03-27,Shopping,3915.88,Shopping expense
2023-10-01,Healthcare,8663.99,Healthcare expense
2023-06-29,Healthcare,7258.0,Healthcare expense
2023-08-28,Shopping,4067.92,Shopping expense
2024-05-09,Transport,2186.71,Transport expense
2023-08-16,Groceries,3591.89,Groceries expense
2023-11-12,Transport,2876.84,Transport expense
2023-08-30,Miscellaneous,1802.09,Miscellaneous expense
2024-04-27,Education,7446.16,Education expense
2024-05-18,Dining,2558.1,Dining expense
2024-03-27,Subscriptions,4568.97,Subscriptions expense
2023-12-04,Dining,3889.3,Dining expense
2023-11-28,Subscriptions,9821.67,Subscriptions expense
2024-04-15,Rent,3941.37,Rent expense
2023-12-26,Rent,845.83,Rent expense
2023-10-21,Dining,943.77,Dining expense
2024-01-15,Transport,5928.0,Transport expense
2023-07-10,Dining,6013.67,Dining expense
2024-04-30,Education,4216.65,Education expense
2023-07-17,Rent,4346.84,Rent expense
2023-09-24,Dining,586.63,Dining expense
2023-08-30,Subscriptions,5189.64,Subscriptions expense
2023-09-05,Travel,5072.16,Travel expense
2024-05-03,Groceries,1538.02,Groceries expense
2024-02-06,Miscellaneous,1083.2,Miscellaneous expense
2023-10-27,Dining,1279.55,Dining expense
2023-08-09,Rent,1055.23,Rent expense
2024-03-25,Miscellaneous,6116.6,Miscellaneous expense
2024-04-05,Groceries,2005.0,Groceries expense
2023-12-26,Shopping,2551.73,Shopping expense
2023-11-28,Rent,1777.04,Rent expense
2023-11-07,Rent,9580.46,Rent expense
2024-02-25,Groceries,8553.44,Groceries expense
2024-04-05,Rent,2343.42,Rent expense
2024-01-06,Transport,3309.28,Transport expense
2023-12-22,Utilities,2138.43,Utilities expense
2023-08-07,Healthcare,4944.17,Healthcare expense
2024-02-29,Subscriptions,245.12,Subscriptions expense
2023-06-29,Entertainment,6730.11,Entertainment expense
2023-11-14,Entertainment,5255.42,Entertainment expense
2023-08-18,Utilities,8991.46,Utilities expense
2024-03-07,Shopping,1685.71,Shopping expense
2024-01-14,Subscriptions,8050.89,Subscriptions expense
2023-10-27,Subscriptions,7930.01,Subscriptions expense
2024-02-06,Education,1315.45,Education expense
2023-09-21,Healthcare,4015.66,Healthcare expense
2023-10-11,Miscellaneous,1743.02,Miscellaneous expense
2023-11-13,Shopping,2584.47,Shopping expense
2023-11-09,Utilities,2669.3,Utilities expense
2023-09-23,Utilities,5584.55,Utilities expense
2023-10-15,Subscriptions,4143.54,Subscriptions expense
2024-02-26,Travel,9479.94,Travel expense
2023-06-30,Shopping,1307.38,Shopping expense
2024-05-28,Miscellaneous,9738.24,Miscellaneous expense
2023-12-11,Groceries,2344.85,Groceries expense
2023-12-21,Utilities,7740.1,Utilities expense
2023-09-13,Travel,3422.75,Travel expense
2023-10-05,Healthcare,1473.66,Healthcare expense
2023-12-29,Dining,8586.0,Dining expense
2023-12-10,Education,3123.17,Education expense
2024-01-14,Transport,6605.61,Transport expense
2024-05-07,Entertainment,5686.11,Entertainment expense
2023-10-21,Groceries,4743.98,Groceries expense
2024-04-23,Subscriptions,4983.4,Subscriptions expense
2023-09-30,Utilities,7335.77,Utilities expense
2023-10-26,Rent,923.34,Rent expense
2024-05-29,Shopping,6698.4,Shopping expense
2024-04-13,Subscriptions,8963.33,Subscriptions expense
2024-05-30,Travel,624.99,Travel expense
2024-04-20,Education,1449.5,Education expense
2024-02-17,Subscriptions,7180.49,Subscriptions expense
2024-04-24,Utilities,4400.95,Utilities expense
2024-05-18,Rent,4065.31,Rent expense
2024-02-16,Utilities,1412.82,Utilities expense
2024-05-23,Shopping,5092.36,Shopping expense
2023-12-04,Travel,1309.13,Travel expense
2023-12-08,Travel,4792.37,Travel expense
2023-07-02,Subscriptions,7647.97,Subscriptions expense
2023-11-12,Transport,2619.73,Transport expense
2023-11-03,Utilities,4833.82,Utilities expense
2023-06-30,Shopping,9920.56,Shopping expense
2024-02-05,Transport,6882.17,Transport expense
2023-07-01,Shopping,8421.5,Shopping expense
2024-05-24,Miscellaneous,4177.73,Miscellaneous expense
2023-06-10,Education,7690.22,Education expense
2023-12-11,Healthcare,453.07,Healthcare expense
2023-06-24,Miscellaneous,1272.97,Miscellaneous expense
2024-01-26,Dining,2070.55,Dining expense
2023-12-16,Groceries,4049.42,Groceries expense
2023-11-07,Travel,8465.16,Travel expense
2024-03-08,Travel,3495.35,Travel expense
2023-08-18,Dining,6563.48,Dining expense
2023-11-11,Education,7107.68,Education expense
2024-02-28,Utilities,5882.51,Utilities expense
2024-05-12,Subscriptions,3604.56,Subscriptions expense
2023-09-26,Entertainment,5791.68,Entertainment expense
2023-06-30,Miscellaneous,3455.54,Miscellaneous expense
2023-10-08,Education,884.54,Education expense
2023-10-04,Utilities,9928.4,Utilities expense
2024-02-13,Utilities,1315.47,Utilities expense
2023-09-06,Shopping,769.87,Shopping expense
2023-06-30,Travel,8791.38,Travel expense
2024-01-17,Education,3053.25,Education expense
2023-11-06,Transport,6520.45,Transport expense
2024-01-04,Subscriptions,3323.61,Subscriptions expense
2023-12-02,Transport,3944.97,Transport expense
2023-10-16,Rent,2658.02,Rent expense
2024-03-06,Dining,3463.29,Dining expense
2024-04-29,Groceries,4136.47,Groceries expense
2023-09-12,Education,7218.14,Education expense
2023-07-18,Entertainment,5139.79,Entertainment expense
2023-06-11,Healthcare,9438.47,Healthcare expense
2023-12-24,Shopping,466.71,Shopping expense
2024-01-23,Dining,5055.53,Dining expense
2024-05-22,Healthcare,5863.04,Healthcare expense
2023-08-27,Healthcare,9205.96,Healthcare expense
2023-11-29,Shopping,539.13,Shopping expense
2023-06-26,Rent,5756.32,Rent expense
2024-04-24,Utilities,8543.62,Utilities expense
2024-04-19,Groceries,2457.18,Groceries expense
2024-04-21,Rent,8769.11,Rent expense
2024-05-03,Rent,239.48,Rent expense
2024-02-01,Transport,7337.92,Transport expense
2024-01-24,Groceries,9334.48,Groceries expense
2024-05-02,Entertainment,6589.12,Entertainment expense
2023-06-06,Education,4418.34,Education expense
2024-05-22,Healthcare,496.57,Healthcare expense
2023-10-04,Education,9205.13,Education expense
2023-12-31,Rent,4729.45,Rent expense
2023-07-30,Groceries,338.52,Groceries expense
2023-08-28,Travel,6913.72,Travel expense
2024-02-25,Groceries,4844.28,Groceries expense
2024-02-01,Entertainment,1287.24,Entertainment expense
2023-07-23,Subscriptions,2182.0,Subscriptions expense
2024-01-01,Shopping,691.68,Shopping expense
2023-08-31,Education,5764.22,Education expense
2023-12-21,Education,6239.19,Education expense
2023-07-09,Entertainment,5082.14,Entertainment expense
2023-10-03,Travel,8180.17,Travel expense
2023-09-13,Dining,8617.04,Dining expense
2023-10-06,Subscriptions,6175.46,Subscriptions expense
2023-11-27,Dining,176.93,Dining expense
2024-01-23,Transport,6967.54,Transport expense
2023-08-23,Dining,4209.09,Dining expense
2023-12-20,Education,5677.3,Education expense
2023-10-01,Subscriptions,6508.35,Subscriptions expense
2024-03-11,Transport,3534.85,Transport expense
2024-03-06,Travel,9175.13,Travel expense
2023-10-10,Miscellaneous,1383.05,Miscellaneous expense
2023-12-23,Subscriptions,6731.54,Subscriptions expense
2023-12-30,Transport,93.38,Transport expense
2024-02-15,Dining,9250.28,Dining expense
2023-12-06,Rent,1169.42,Rent expense
2024-03-02,Rent,994.1,Rent expense
2023-10-01,Miscellaneous,3363.43,Miscellaneous expense
2023-06-03,Shopping,3766.98,Shopping expense
2023-09-10,Transport,2182.29,Transport expense
2024-03-21,Utilities,5871.96,Utilities expense
2023-07-05,Education,4457.0,Education expense
2023-07-07,Shopping,390.05,Shopping expense
2023-06-04,Rent,3230.54,Rent expense
2023-09-04,Subscriptions,8113.81,Subscriptions expense
2024-02-14,Healthcare,6912.53,Healthcare expense
2024-02-24,Miscellaneous,7262.46,Miscellaneous expense
2023-09-18,Groceries,6996.26,Groceries expense
2023-11-12,Dining,3144.18,Dining expense
2023-10-29,Education,1041.66,Education expense
2024-03-06,Utilities,2761.05,Utilities expense
2024-02-25,Groceries,8326.26,Groceries expense
2023-08-22,Travel,9805.68,Travel expense
2023-09-04,Rent,4963.78,Rent expense
2023-07-12,Rent,146.52,Rent expense
2024-04-21,Utilities,1443.45,Utilities expense
2023-10-28,Education,3254.7,Education expense
2024-05-04,Rent,5806.92,Rent expense
2024-03-18,Dining,797.18,Dining expense
2023-12-08,Miscellaneous,9436.41,Miscellaneous expense
2023-12-15,Travel,3682.58,Travel expense
2023-10-12,Groceries,9130.21,Groceries expense
2024-03-07,Rent,7816.19,Rent expense
2024-03-06,Shopping,7566.6,Shopping expense
2024-05-01,Entertainment,6086.86,Entertainment expense
2023-07-28,Miscellaneous,6286.5,Miscellaneous expense
2023-12-28,Transport,6398.13,Transport expense
2024-01-09,Travel,6305.78,Travel expense
2023-11-06,Utilities,5559.6,Utilities expense
2023-10-14,Travel,9864.82,Travel expense
2023-09-11,Rent,7336.29,Rent expense
2024-03-10,Shopping,7780.62,Shopping expense
2023-12-29,Travel,8731.01,Travel expense
2024-02-23,Subscriptions,2195.62,Subscriptions expense
2023-11-28,Groceries,883.85,Groceries expense
2024-02-01,Education,4854.8,Education expense
2023-12-07,Dining,5165.1,Dining expense
2023-12-16,Education,8300.36,Education expense
2024-04-03,Entertainment,4465.65,Entertainment expense
2023-12-23,Dining,5729.99,Dining expense
2023-11-25,Transport,5294.36,Transport expense
2023-11-26,Shopping,430.12,Shopping expense
2023-07-19,Rent,6171.39,Rent expense
2023-06-15,Entertainment,8289.03,Entertainment expense
2024-02-05,Shopping,1617.13,Shopping expense
2023-12-26,Healthcare,5963.6,Healthcare expense
2023-10-22,Education,5956.42,Education expense
2023-06-20,Education,1683.64,Education expense
2023-08-13,Entertainment,1278.46,Entertainment expense
2024-01-02,Subscriptions,9801.52,Subscriptions expense
2024-01-13,Travel,3967.51,Travel expense
2024-01-13,Subscriptions,2312.85,Subscriptions expense
2024-01-18,Healthcare,1754.68,Healthcare expense
2023-07-02,Dining,6692.64,Dining expense
2024-05-04,Groceries,6113.98,Groceries expense
2023-10-24,Rent,6453.34,Rent expense
2023-08-27,Shopping,925.66,Shopping expense
2023-12-16,Entertainment,8940.67,Entertainment expense
2023-08-29,Transport,3923.2,Transport expense
2023-07-14,Miscellaneous,3168.03,Miscellaneous expense
2024-03-29,Transport,4650.5,Transport expense
2023-07-05,Transport,3931.16,Transport expense
2024-01-31,Shopping,8642.59,Shopping expense
2023-12-18,Education,9296.15,Education expense
2024-04-13,Transport,3069.36,Transport expense
2023-09-12,Entertainment,8646.16,Entertainment expense
2024-01-08,Subscriptions,7826.16,Subscriptions expense
2023-09-10,Subscriptions,9311.54,Subscriptions expense
2023-08-25,Dining,2495.22,Dining expense
2024-02-03,Rent,5790.74,Rent expense
2023-08-09,Travel,2781.72,Travel expense
2023-07-31,Transport,8249.74,Transport expense
2024-04-28,Miscellaneous,102.98,Miscellaneous expense
2023-11-18,Subscriptions,5669.95,Subscriptions expense
2023-11-21,Rent,3425.07,Rent expense
2023-09-19,Subscriptions,3260.7,Subscriptions expense
2023-08-04,Healthcare,6466.82,Healthcare expense
2023-06-10,Shopping,8522.27,Shopping expense
2023-12-08,Transport,6111.49,Transport expense
2023-07-27,Rent,8539.07,Rent expense
2024-02-03,Utilities,2682.74,Utilities expense
2024-03-07,Miscellaneous,5219.04,Miscellaneous expense
2024-02-10,Entertainment,4532.84,Entertainment expense
2024-02-17,Healthcare,165.87,Healthcare expense
2023-10-06,Transport,5590.28,Transport expense
2023-10-13,Dining,6632.17,Dining expense
2023-07-04,Entertainment,5939.55,Entertainment expense
2024-03-11,Education,7375.98,Education expense
2024-04-02,Miscellaneous,5734.83,Miscellaneous expense
2023-10-02,Dining,714.17,Dining expense
2024-02-17,Education,1208.63,Education expense
2023-08-16,Education,5984.92,Education expense
2024-02-16,Utilities,2786.04,Utilities expense
2024-04-23,Travel,842.47,Travel expense
2024-05-04,Groceries,4324.55,Groceries expense
2023-12-24,Healthcare,5565.51,Healthcare expense
2023-09-01,Entertainment,3321.02,Entertainment expense
2023-11-22,Subscriptions,7218.32,Subscriptions expense
2023-12-21,Subscriptions,6455.52,Subscriptions expense
2023-06-27,Shopping,3361.54,Shopping expense
2023-09-01,Shopping,7560.98,Shopping expense
2024-03-21,Shopping,6504.52,Shopping expense
2024-05-03,Subscriptions,6392.58,Subscriptions expense
2023-06-28,Miscellaneous,5556.61,Miscellaneous expense
2024-05-21,Utilities,163.33,Utilities expense
2023-12-15,Education,6980.25,Education expense
2023-06-19,Rent,3791.62,Rent expense
2024-03-23,Dining,9428.97,Dining expense
2024-03-25,Utilities,8188.95,Utilities expense
2023-11-29,Groceries,5897.56,Groceries expense
2023-07-18,Shopping,2559.21,Shopping expense
2023-11-15,Healthcare,2076.99,Healthcare expense
2024-01-22,Transport,3436.83,Transport expense
2023-08-06,Shopping,4791.85,Shopping expense
2023-06-14,Utilities,2995.85,Utilities expense
2023-09-20,Miscellaneous,5173.55,Miscellaneous expense
2023-08-14,Entertainment,1695.44,Entertainment expense
2024-04-26,Miscellaneous,9778.24,Miscellaneous expense
2023-11-08,Transport,1123.85,Transport expense
2024-01-01,Healthcare,9322.84,Healthcare expense
2023-09-11,Education,9140.1,Education expense
2024-05-19,Miscellaneous,5277.34,Miscellaneous expense
2024-02-11,Education,7262.86,Education expense
2024-03-03,Shopping,4388.68,Shopping expense
2023-06-23,Entertainment,6318.84,Entertainment expense
2024-04-16,Groceries,3438.73,Groceries expense
2024-03-21,Transport,3046.53,Transport expense
2024-03-15,Shopping,5803.39,Shopping expense
2023-09-07,Education,5006.39,Education expense
2023-11-07,Miscellaneous,5816.39,Miscellaneous expense
2023-12-07,Education,2902.27,Education expense
2023-11-02,Education,3701.23,Education expense
2024-04-22,Shopping,884.78,Shopping expense
2023-10-16,Groceries,570.15,Groceries expense
2024-02-06,Subscriptions,2571.9,Subscriptions expense
2023-07-07,Dining,788.76,Dining expense
2023-08-26,Healthcare,1082.56,Healthcare expense
2023-09-23,Entertainment,8138.64,Entertainment expense
2023-07-31,Travel,436.79,Travel expense
2024-02-19,Healthcare,6606.48,Healthcare expense
2024-05-26,Education,2761.95,Education expense
2023-09-09,Healthcare,8721.88,Healthcare expense
2024-02-02,Education,4875.67,Education expense
2023-12-17,Subscriptions,3090.49,Subscriptions expense
2023-08-25,Shopping,5200.51,Shopping expense
2024-04-18,Education,3850.48,Education expense
2024-02-15,Miscellaneous,5664.8,Miscellaneous expense
2023-07-13,Education,1189.6,Education expense
2023-06-05,Education,9970.06,Education expense
2023-12-14,Healthcare,4284.28,Healthcare expense
2023-10-04,Transport,3514.89,Transport expense
2023-12-04,Education,7116.59,Education expense
2023-10-21,Education,3670.8,Education expense
2023-09-06,Entertainment,8341.08,Entertainment expense
2023-06-26,Entertainment,4569.99,Entertainment expense
2023-12-02,Transport,7209.61,Transport expense
2024-02-09,Subscriptions,1119.16,Subscriptions expense
2023-07-11,Subscriptions,8468.89,Subscriptions expense
2023-07-03,Groceries,7370.39,Groceries expense
2023-09-28,Shopping,2156.58,Shopping expense
2023-11-12,Utilities,1495.6,Utilities expense
2023-12-08,Miscellaneous,3197.11,Miscellaneous expense
2023-07-08,Entertainment,9761.9,Entertainment expense
2023-12-21,Travel,2605.47,Travel expense
2023-08-30,Healthcare,4588.47,Healthcare expense
2023-12-18,Miscellaneous,348.7,Miscellaneous expense
2023-06-05,Shopping,4002.41,Shopping expense
2024-05-29,Shopping,5734.63,Shopping expense
2023-07-31,Rent,9533.59,Rent expense
2023-11-14,Education,5191.52,Education expense
2023-08-16,Miscellaneous,8200.12,Miscellaneous expense
2023-12-10,Shopping,5493.92,Shopping expense
2024-03-15,Dining,455.81,Dining expense
2023-12-18,Subscriptions,3184.33,Subscriptions expense
2023-12-21,Rent,5776.72,Rent expense
2024-04-15,Utilities,9508.41,Utilities expense
2023-07-01,Rent,8598.35,Rent expense
2024-04-04,Education,2322.14,Education expense
2024-02-05,Miscellaneous,2240.09,Miscellaneous expense
2024-03-13,Transport,2051.67,Transport expense
2023-08-09,Travel,9228.86,Travel expense
2024-04-03,Dining,8534.03,Dining expense
2024-04-24,Groceries,7760.09,Groceries expense
2023-07-04,Dining,3957.71,Dining expense
2023-06-03,Subscriptions,5068.59,Subscriptions expense
2024-01-15,Dining,4670.1,Dining expense
2023-07-10,Transport,2571.31,Transport expense
2023-10-14,Subscriptions,5075.03,Subscriptions expense
2024-02-23,Shopping,353.44,Shopping expense
2023-10-04,Travel,1361.51,Travel expense
2023-08-21,Rent,8871.57,Rent expense
2024-01-12,Healthcare,7529.21,Healthcare expense
2024-01-21,Travel,4257.54,Travel expense
2023-09-09,Utilities,5195.65,Utilities expense
2023-10-07,Healthcare,3731.49,Healthcare expense
2023-07-05,Education,7420.76,Education expense
2023-08-18,Dining,7852.66,Dining expense
2024-02-16,Education,7644.69,Education expense
2023-08-16,Dining,7239.99,Dining expense
2024-04-26,Healthcare,2084.82,Healthcare expense
2023-10-18,Groceries,3412.8,Groceries expense
2023-12-20,Transport,4724.96,Transport expense
2024-05-10,Miscellaneous,3341.39,Miscellaneous expense
2023-09-24,Healthcare,7561.65,Healthcare expense
2023-07-29,Utilities,3327.07,Utilities expense
2024-01-22,Groceries,1425.41,Groceries expense
2024-05-01,Miscellaneous,4020.45,Miscellaneous expense
2023-06-26,Shopping,9800.15,Shopping expense
2024-05-21,Education,2297.52,Education expense
2023-09-15,Shopping,6140.98,Shopping expense
2024-05-21,Rent,4358.08,Rent expense
2024-01-19,Dining,756.69,Dining expense
2024-03-08,Travel,4904.37,Travel expense
2024-02-22,Groceries,7036.54,Groceries expense
2023-06-13,Groceries,5156.54,Groceries expense
2024-04-22,Subscriptions,8727.46,Subscriptions expense
2023-08-22,Healthcare,2924.92,Healthcare expense
2024-01-01,Transport,908.18,Transport expense
2023-06-17,Subscriptions,9368.83,Subscriptions expense
2023-10-08,Miscellaneous,3813.05,Miscellaneous expense
2023-10-12,Transport,5785.24,Transport expense
2024-03-25,Healthcare,7930.43,Healthcare expense
2023-08-20,Transport,3276.92,Transport expense
2024-04-04,Miscellaneous,7175.84,Miscellaneous expense
2024-03-21,Transport,1397.42,Transport expense
2023-06-17,Shopping,2948.37,Shopping expense
2023-08-02,Education,1489.87,Education expense
2023-08-01,Entertainment,8121.74,Entertainment expense
2023-10-08,Miscellaneous,2265.36,Miscellaneous expense
2024-04-05,Education,7188.17,Education expense
2023-09-18,Rent,9435.82,Rent expense
2023-09-23,Dining,5301.33,Dining expense
2024-01-27,Education,5423.29,Education expense
2024-03-14,Rent,4637.28,Rent expense
2024-03-26,Transport,3292.61,Transport expense
2023-06-20,Shopping,4782.77,Shopping expense
2023-08-12,Transport,6047.93,Transport expense
2024-01-20,Rent,9860.62,Rent expense
2023-06-20,Travel,9380.76,Travel expense
2023-12-10,Transport,8628.42,Transport expense
2023-12-25,Travel,8896.85,Travel expense
2023-12-04,Healthcare,4705.1,Healthcare expense
2023-10-09,Miscellaneous,6591.57,Miscellaneous expense
2024-05-29,Entertainment,8955.91,Entertainment expense
2023-08-30,Education,3959.86,Education expense
2024-03-30,Miscellaneous,9619.54,Miscellaneous expense
2024-02-05,Shopping,4187.07,Shopping expense
2023-08-28,Education,6030.77,Education expense
2024-03-31,Dining,7112.56,Dining expense
2023-09-21,Entertainment,9508.39,Entertainment expense
2023-06-11,Transport,2483.93,Transport expense
2023-12-16,Groceries,7474.0,Groceries expense
2024-01-21,Subscriptions,5232.12,Subscriptions expense
2023-08-04,Healthcare,2722.14,Healthcare expense
2024-02-18,Healthcare,7777.24,Healthcare expense
2024-01-31,Dining,5544.61,Dining expense
2023-12-07,Dining,6626.69,Dining expense
2023-11-11,Dining,3262.87,Dining expense
2024-04-21,Entertainment,4838.68,Entertainment expense
2024-03-08,Shopping,6192.67,Shopping expense
2023-10-16,Dining,4078.86,Dining expense
2024-05-29,Utilities,2023.81,Utilities expense
